drugname,n,category,group
0.45 NSS Bicarb 150 MEQ (ml/hr),17,,
0.45% NS with 75 meql BiCarb (ml/hr),17,,
0.45%NS w/ 20meq KCL (ml/hr),17,,
0.45NaCl (ml/hr),17,,
0.9% NaCl (venous sheath) (ml/hr),17,,
0.9% NS w/ 20kcl (ml/hr),17,,
0.9NS/20KCL (ml/hr),17,,
1.8 NACL (ml/hr),17,,
1.8% saline (ml/hr),17,,
3% Hyertonic (ml/hr),17,,
Abciximab (),17,,
ACETYLCYSTEINE (ml/hr),17,,
ALTEPLASE (mg/hr),17,,
atricuriom (mcg/kg/min),17,,
BICARB IN D5W (ml/hr),17,,
Bivalirudin (ml/hr),17,,
DEXTROSE 10% (ml/hr),17,,
DILAUDID (ml/hr),17,,
Isuprel (mcg/min),17,,
IVF Plain (ml/hr),17,,
K Phos (ml/hr),17,,
levaquin (ml/hr),17,,
Na Bicard (mcg/hr),17,,
NeoSynephrine (mcg/min),17,,
Nexium (mg/hr),17,,
nicardipine (mg/hr),17,,
normal saline 0.9% (ml/hr),17,,
normal saline with 20 k (ml/hr),17,,
NS with 20 meq KCL (ml/hr),17,,
NSS R femoral (ml/hr),17,,
PCA dilaudid (ml/hr),17,,
precedex (ml/hr),17,,
reglan (mcg/hr),17,,
Rocuronium (ml/hr),17,,
sodium bcarb (ml/hr),17,,
sterile H20 w/100meqNaHco3 (ml/hr),17,,
Thiamine  (ml/hr),17,,
D10 0.45% NS (ml/hr),18,dextrose-10,iv-sugar
D10 with 150 NaHCO3 (ml/hr),18,dextrose-10,iv-sugar
D5 0.45 NaCl (ml/hr),18,dextrose-5,iv-sugar
D5 0.45NSS w/KCl (ml/hr),18,dextrose-5,iv-sugar
D5 1/2 NS with 20 mEq KCL (ml/hr),18,dextrose-5,iv-sugar
D5 1/2NS 20MEQ KCL 10MMOL KPHOS (ml/hr),18,dextrose-5,iv-sugar
D5 w/ 150 HCO3 (ml/hr),18,dextrose-5,iv-sugar
D5%/NaCl0.45% (ml/hr),18,dextrose-5,iv-sugar
D5%W (ml/hr),18,dextrose-5,iv-sugar
D5.45NS w/MVI (ml/hr),18,dextrose-5,iv-sugar
D5/0.45 NS (ml/hr),18,dextrose-5,iv-sugar
D5/0.45%NSS (ml/hr),18,dextrose-5,iv-sugar
D5-1/2NS (ml/hr),18,dextrose-5,iv-sugar
D5LR  (ml/hr),18,dextrose-5,iv-sugar
D5NS + 20 meq KCL (ml/hr),18,dextrose-5,iv-sugar
D5W w/10 kcl  (ml/hr),18,dextrose-5,iv-sugar
d5w/150meq HCO3 (ml/hr),18,dextrose-5,iv-sugar
D5W+ 150 meq NaHCO3 (ml/hr),18,dextrose-5,iv-sugar
D5W150BiCarb (ml/hr),18,dextrose-5,iv-sugar
Narcan (ml/hr),18,naloxone,naloxone
Vasopressin (Unknown),18,vasopressin,antidiuretic
0.45ns with acetylcysteine6985mg -  (ml/hr),18,,
0.45NS/ Bicarb 150 mEq (ml/hr),18,,
1/2 nss w/ bicarb (ml/hr),18,,
1/2NS D5W (ml/hr),18,,
1L Sterile Water w/150mEq Bicarb (ml/hr),18,,
3% Na (ml/hr),18,,
argatroban (mg/hr),18,,
bicarb 2amps (ml/hr),18,,
cardizem (ml/hr),18,,
Coolant-NSS left (ml/hr),18,,
Coolant--NSS right (ml/hr),18,,
integrelin (mcg/kg/min),18,,
mannitol (ml/hr),18,,
N Acetylcysteine (mg/kg/hr),18,,
Nitroprusside(Nipride)STD 100 mg Dextrose 5% 250 ml (mcg/kg/min),18,,
ns w/ kcl 40 meq (ml/hr),18,,
NS w/20 meq KCL (ml/hr),18,,
NSS w/ECOS left (ml/hr),18,,
NSS w/ECOS right (ml/hr),18,,
SODIUM BICARB DRIP (ml/hr),18,,
Sterile Water w/ 150mEq Sod Bicarb (ml/hr),18,,
TPA w/ECOS left (ml/hr),18,,
TPA w/ECOS right (ml/hr),18,,
Transeximic Acid (mg/hr),18,,
D5 & 0.45NS (ml/hr),19,dextrose-5,iv-sugar
D5 & 0.45NS w MVI (ml/hr),19,dextrose-5,iv-sugar
D5 0.45% 20k (ml/hr),19,dextrose-5,iv-sugar
d5 1/2 (ml/hr),19,dextrose-5,iv-sugar
D5 1/2 W/20K (ml/hr),19,dextrose-5,iv-sugar
D5 100meq bicarb (ml/hr),19,dextrose-5,iv-sugar
D5 150 bicarb (ml/hr),19,dextrose-5,iv-sugar
D5 Electrolye Bag (ml/hr),19,dextrose-5,iv-sugar
D5 w/ 150mEq Bicarb (ml/hr),19,dextrose-5,iv-sugar
D5 w/ 150meq HCO3 (ml/hr),19,dextrose-5,iv-sugar
d5.45 (ml/hr),19,dextrose-5,iv-sugar
"D5.45 w/ MVI, Folate, Thiamine (ml/hr)",19,dextrose-5,iv-sugar
D5.45NSw/40Kcl (ml/hr),19,dextrose-5,iv-sugar
d5+NS (ml/hr),19,dextrose-5,iv-sugar
D50  (ml/hr),19,dextrose-5,iv-sugar
D50.45NS20K (ml/hr),19,dextrose-5,iv-sugar
D51/2NS w/ 20meqK (ml/hr),19,dextrose-5,iv-sugar
D5NaBi-carb (ml/hr),19,dextrose-5,iv-sugar
d5ns+2amps sodium bicarb (ml/hr),19,dextrose-5,iv-sugar
D5W + NaHCO3 300meq (ml/hr),19,dextrose-5,iv-sugar
D5W +1/2NS 10 MEQ KCL (ml/hr),19,dextrose-5,iv-sugar
D5W c 75meq NaHCO3 (ml/hr),19,dextrose-5,iv-sugar
D5W/ 75 mEq HCO3 (ml/hr),19,dextrose-5,iv-sugar
D5W/.9NSS (ml/hr),19,dextrose-5,iv-sugar
Lactated Ringer's (ml/hr),19,lactated-ringers,lactated-ringers
NARCAN (mcg/kg/hr),19,naloxone,naloxone
tpn (),19,parenteral,nutrition-parenteral
.45NS w/75mEq Bicarb (ml/hr),19,,
0.45% NS + 75 meq sodium bicarbonate (ml/hr),19,,
0.45% NS w/40meq KCL (ml/hr),19,,
0.9% w/20 KCl (ml/hr),19,,
1/2 NS w/40meqK+ (ml/hr),19,,
Amicar (mcg/kg/hr),19,,
Calcium Gluconate (ml/hr),19,,
cardene (),19,,
cardene gtt (ml/hr),19,,
esmolol (mcg/kg/min),19,,
H20 w/150mEq Bicarb (ml/hr),19,,
hco3 gtt (ml/hr),19,,
Isosource TF (ml/hr),19,,
IV ABx (ml/hr),19,,
IVF c MVI (ml/hr),19,,
ketamine (mcg/kg/min),19,,
Lipid 20% (ml/hr),19,,
Mag Sulfate + Potassium Phosphate (ml/hr),19,,
NA bicarb (ml/hr),19,,
Na HCO3 (ml/hr),19,,
NaCL 0.2% (ml/hr),19,,
NACL 20MEQ KCL (ml/hr),19,,
nss,19,,
Nss (ml/hr),19,,
NSS KVO (ml/hr),19,,
PLTS (ml/hr),19,,
D10 NS (ml/hr),20,dextrose-10,iv-sugar
D 5 1/2 NS (ml/hr),20,dextrose-5,iv-sugar
D5 0.45%NS w/ 40 KCL (ml/hr),20,dextrose-5,iv-sugar
D5 0.45NaCl (ml/hr),20,dextrose-5,iv-sugar
D5 1/2 NS 10 K (ml/hr),20,dextrose-5,iv-sugar
D5 1/2 ns with kcl (ml/hr),20,dextrose-5,iv-sugar
D5 w/ Bicarb 150meq (ml/hr),20,dextrose-5,iv-sugar
d5 w/ MVI (ml/hr),20,dextrose-5,iv-sugar
D5 w/NSBicarb (ml/hr),20,dextrose-5,iv-sugar
D5+150meq NaHCO3 (ml/hr),20,dextrose-5,iv-sugar
d5-1/2NS (ml/hr),20,dextrose-5,iv-sugar
D5W + 20meq KcL (ml/hr),20,dextrose-5,iv-sugar
D5W with 20KCL (ml/hr),20,dextrose-5,iv-sugar
d5w/.45% NSS (ml/hr),20,dextrose-5,iv-sugar
D5W/.45%NS + 40 mEq K (ml/hr),20,dextrose-5,iv-sugar
D5W+MVI/Thiamine/FolicAcid (ml/hr),20,dextrose-5,iv-sugar
Insulin Regular (ml/hr),20,insulin,insulin
0.45% NS w/ 75mEq NaHCO3 (ml/hr),20,,
0.45%ns c 40kcl (ml/hr),20,,
1.8 % NaCl (ml/hr),20,,
1/2 NS + 20 meEq KCL (ml/hr),20,,
1/2 NSS with75meq sodium bicarb (ml/hr),20,,
1/2NS NaHCO3 (ml/hr),20,,
2% saline (ml/hr),20,,
ARGATROBAN (mg/kg/min),20,,
dilaudid (ml/hr),20,,
"EPIDURAL, FENT/BUPIV (ml/hr)",20,,
Fent 625mcg/Bupiv 312.5 Epidual (ml/hr),20,,
Folic Acid/Thiamine (ml/hr),20,,
Heparin via sheath (units/hr),20,,
MVI/BANANA BAG (ml/hr),20,,
"MVI/thiamine, folic acid  (ml/hr)",20,,
Na Bicarb 150meq sterile water (ml/hr),20,,
Ns (ml/hr),20,,
NS block replacement (ml/hr),20,,
NS0.9% (ml/hr),20,,
NSS Maintenance (ml/hr),20,,
NSS with MV (ml/hr),20,,
PPN  (ml/hr),20,,
tpa (ml/hr),20,,
tPA (units/hr),20,,
tPA via right sheath (units/hr),20,,
TPA(alteplase) (mg/hr),20,,
d10w (ml/hr),21,dextrose-10,iv-sugar
D5 w/ 150 mEq HCO3 (ml/hr),21,dextrose-5,iv-sugar
D5%NS (ml/hr),21,dextrose-5,iv-sugar
D5.45 NS + 20 meq KCL (ml/hr),21,dextrose-5,iv-sugar
D5/LR/Thiamine/Folic Acid (ml/hr),21,dextrose-5,iv-sugar
d51/2ns  (ml/hr),21,dextrose-5,iv-sugar
D51/2NSKCL (ml/hr),21,dextrose-5,iv-sugar
D5NS w/20K (ml/hr),21,dextrose-5,iv-sugar
D5W + 40K (ml/hr),21,dextrose-5,iv-sugar
d5w 150 meq hco3 (ml/hr),21,dextrose-5,iv-sugar
D5W 1L + 3 VIALS OF NAHCO3 (ml/hr),21,dextrose-5,iv-sugar
D5W.45NS (ml/hr),21,dextrose-5,iv-sugar
D5W/.45 NaCL (ml/hr),21,dextrose-5,iv-sugar
D5W+250meqNaHco3 (ml/hr),21,dextrose-5,iv-sugar
dopamine (mcg/kg/min),21,dopamine,adrenergic-agent
Fibersource tube feeding (ml/hr),21,enteral-product-intake,nutrition-enteral
Norepinephrine (mcg/hr),21,norepinephrine,adrenergic-agent
 NS 1000 ml + 2 amp bicarb (ml/hr),21,,
0.9% NSS,21,,
"0.9NS w/thiamine, mvi and folate (ml/hr)",21,,
3 % SALINE (ml/hr),21,,
acetylcistine (ml/hr),21,,
calicum gluconate (ml/hr),21,,
CISATRACURIUM (mg/hr),21,,
Eptifibatide,21,,
IVF + MVI (ml/hr),21,,
IVF without VasoActives (ml/hr),21,,
Lac Ringers (ml/hr),21,,
meTHYLpredNISolone (ml/hr),21,methylpredisolone,glucocorticoid
Nimbex (mg/kg/min),21,,
NS kvo (ml/hr),21,,
NSS bolus (ml/hr),21,,
Propofol (mcg/hr),21,,
D10 (mg/hr),22,dextrose-10,iv-sugar
D10 1/2 NS (ml/hr),22,dextrose-10,iv-sugar
d5 1/2 + 20 KCl (ml/hr),22,dextrose-5,iv-sugar
D5 w/ 150mEq BiCarb (ml/hr),22,dextrose-5,iv-sugar
D5 w/ 3 amps NaHCO3 (ml/hr),22,dextrose-5,iv-sugar
D5 with 150meq bicarb (ml/hr),22,dextrose-5,iv-sugar
"D5,0.45NSW/40meq KCL (ml/hr)",22,dextrose-5,iv-sugar
D5/0.9 (ml/hr),22,dextrose-5,iv-sugar
D51/2NS w/ KCL (ml/hr),22,dextrose-5,iv-sugar
D5LRKCL (ml/hr),22,dextrose-5,iv-sugar
D5NS1/4 (ml/hr),22,dextrose-5,iv-sugar
D5W + 40 meq potassium acetate/L (ml/hr),22,dextrose-5,iv-sugar
D5W 0.45 NS w 20 mEq kCl (ml/hr),22,dextrose-5,iv-sugar
D5w/bicarb (ml/hr),22,dextrose-5,iv-sugar
D5w+150meq  sodium bicarb (ml/hr),22,dextrose-5,iv-sugar
Insulin (Regular) (ml/hr),22,insulin,insulin
narcan (ml/hr),22,naloxone,naloxone
0.9% NSS via venous sheath (ml/hr),22,,
0.9%ns (ml/hr),22,,
2% NS (ml/hr),22,,
5%Albumin (ml/hr),22,,
aGATROBAN (mcg/kg/min),22,,
Alteplase TPA (mg/hr),22,,
CisAtracurium (mcg/kg/min),22,,
Hypertonic 3% Saline (ml/hr),22,,
IV w additives (ml/hr),22,,
IVF Non-VasoActive (ml/hr),22,,
Ketamine (mg/min),22,,
Mgnesium (mg/hr),22,,
NA 3% (ml/hr),22,,
Nicardipine (mcg/hr),22,,
Nicardipine (mcg/kg/min),22,,
Normal saline  (ml/hr),22,,
ns + 40 kcl (ml/hr),22,,
NS 20K MEQ (ml/hr),22,,
NS Replacement (ml/hr),22,,
NS W/ 10MEQ KCL (ml/hr),22,,
NS w/40mEq KCL (ml/hr),22,,
NS with 20K (ml/hr),22,,
NSS w/ protonix (ml/hr),22,,
NSS+additives (ml/hr),22,,
REOPRO (mcg/min),22,,
Sodium Bicarb. (ml/hr),22,,
VANCOMYCIN (ml/hr),22,,
Zemuron (mcg/kg/hr),22,,
D5 NaBicarb150 (ml/hr),23,dextrose-5,iv-sugar
D5/0.45% NaCl/40mEq KCL (ml/hr),23,dextrose-5,iv-sugar
D5/0.45NaCl (ml/hr),23,dextrose-5,iv-sugar
D5/0.45NSS (ml/hr),23,dextrose-5,iv-sugar
D5W 150meq bicarb (ml/hr),23,dextrose-5,iv-sugar
D5W w.3 amps of bicarb (ml/hr),23,dextrose-5,iv-sugar
D5W w/ 150meq NaHCO3 (ml/hr),23,dextrose-5,iv-sugar
D5W W/40K (ml/hr),23,dextrose-5,iv-sugar
D5W/ 0.45 NS (ml/hr),23,dextrose-5,iv-sugar
D5W/0.45%NS+MVI (ml/hr),23,dextrose-5,iv-sugar
D5W+150meqNaHCO3 (ml/hr),23,dextrose-5,iv-sugar
TPN (mg/hr),23,parenteral,nutrition-parenteral
0.9% NSS w/20mEq KCl (ml/hr),23,,
Alteplase (EKOS #2) (mg/hr),23,,
Alteplase (EKOS) (mg/hr),23,,
aMICAR (ml/hr),23,,
Hydromorephone PCA (ml/hr),23,,
IVF withOut vasoactives (ml/hr),23,,
Ketamine  (mg/hr),23,,
L/R (ml/hr),23,,
Multivitamin Infusion (ml/hr),23,,
NAC (mg/kg/hr),23,,
Neo-Synephrine (mcg/min),23,,
non-PRBC (ml/hr),23,,
Normal Saline with Sodium Bicarb (ml/hr),23,,
NS (EKOS #2) (ml/hr),23,,
NS/MF (ml/hr),23,,
nsc20k (ml/hr),23,,
NS--EKOS (ml/hr),23,,
Potassium 20meq IV K-rider (mg/hr),23,,
Scale A Insulin (units/hr),23,,
d10 with 40 MEQ K (ml/hr),24,dextrose-10,iv-sugar
D5 0.45% ns (ml/hr),24,dextrose-5,iv-sugar
D5 1/2 NS WITH 20 KCL (ml/hr),24,dextrose-5,iv-sugar
D5 1/2 w/folic+B1 (ml/hr),24,dextrose-5,iv-sugar
D5 1/2NS KCL10 (ml/hr),24,dextrose-5,iv-sugar
D5 1/2NS w/ 20K  (ml/hr),24,dextrose-5,iv-sugar
D5 NSS w/ 20KCL (ml/hr),24,dextrose-5,iv-sugar
D5 w/ 150 bicarb (ml/hr),24,dextrose-5,iv-sugar
D5 w/ 75 meq Bicarb (ml/hr),24,dextrose-5,iv-sugar
D5 with bicarb (ml/hr),24,dextrose-5,iv-sugar
D5%./NaCl 0.45% (ml/hr),24,dextrose-5,iv-sugar
D5/Sodium Bicarb (ml/hr),24,dextrose-5,iv-sugar
D51/2NS 1 AMP NAHCO3 (ml/hr),24,dextrose-5,iv-sugar
D51/2NS with 20mEq KCL (ml/hr),24,dextrose-5,iv-sugar
"D5NS MVI, THIAMINE, FOLATE (ml/hr)",24,dextrose-5,iv-sugar
D5W & LR (ml/hr),24,dextrose-5,iv-sugar
Lactated ringers (ml/hr),24,lactated-ringers,lactated-ringers
TPN mL/hr (ml/hr),24,parenteral,nutrition-parenteral
.45NS w/75mEq NaBicarb (ml/hr),24,,
0.45 NS  (ml/hr),24,,
0.45 NS + 75 MEQ SODIUM BICARBONATE (ml/hr),24,,
0.45%NS w/2amps NaHCO3 (ml/hr),24,,
0.9% NS,24,,
0.9% NSS Venous Sheath (ml/hr),24,,
1.8% (ml/hr),24,,
1/2 NS w/ 2 amps bicarb (ml/hr),24,,
Alteplase-EKOS (mg/hr),24,,
flolan (ml/hr),24,,
Heparin-EKOS (units/hr),24,,
LEVOTHYROXINE (mcg/hr),24,,
Mag/KPhos (ml/hr),24,,
Na HCO3 in 0.45% NS (ml/hr),24,,
NAHCO3-150meq 1000ml (ml/hr),24,,
NS + 20 MEQ KCL (ml/hr),24,,
NS-EKOS (ml/hr),24,,
NSS control #2 (ml/hr),24,,
NSS Venous Sheath (ml/hr),24,,
Octreotide (mcg/kg/hr),24,,
Potassium CL (Peripheral) 10 mEq Sterile Water (SWFI) 100 ml  Premix (Unknown),24,,
Sterile Water w/ 3 AMPs BiCarb (ml/hr),24,,
D10  (ml/hr),25,dextrose-10,iv-sugar
D/5&1/2NS w/150NaHCO3 (ml/hr),25,dextrose-5,iv-sugar
D5 .20 NS (ml/hr),25,dextrose-5,iv-sugar
D5 0.9%NaCl (ml/hr),25,dextrose-5,iv-sugar
D5 1/2 NS 20KCL (ml/hr),25,dextrose-5,iv-sugar
D5 1/2 NS W 20KCL (ml/hr),25,dextrose-5,iv-sugar
D5 1/2NS KCL (ml/hr),25,dextrose-5,iv-sugar
D5 1/4 WITH 20KCL (ml/hr),25,dextrose-5,iv-sugar
D5 45NS (ml/hr),25,dextrose-5,iv-sugar
D5 W/150meq NAHCO3 (ml/hr),25,dextrose-5,iv-sugar
D5/.45NaCl MVI (ml/hr),25,dextrose-5,iv-sugar
d5LR with 10 meq K+ (ml/hr),25,dextrose-5,iv-sugar
D5W w/ 3amps bicarb (ml/hr),25,dextrose-5,iv-sugar
D5W w/ BICARB (ml/hr),25,dextrose-5,iv-sugar
D5W w/ Bicardb (ml/hr),25,dextrose-5,iv-sugar
D5W w/3amps Bicarb (ml/hr),25,dextrose-5,iv-sugar
Hydromorphone (ml/hr),25,hydromorphone,opioid
REGULAR INSULIN (units/hr),25,insulin,insulin
0.45%NS w/150 NaBicarb (ml/hr),25,,
1/2 Normal Saline (ml/hr),25,,
Angiomax (ml/hr),25,,
Bupivicaine 2% (ml/hr),25,,
Haloperidol IVF Infused (ml/hr),25,,
IVF sterile water+ bicarbs+40K (ml/hr),25,,
IVF withOut Vasoactives (ml/hr),25,,
Levophed (mg/hr),25,,
Lidocaine (Xylocaine) STD 2 g Dextrose 5% 500 ml  Premix (mg/min),25,,
Mucomyst (mg/kg/hr),25,,
MVI IVF (ml/hr),25,,
Reapro (mcg/kg/min),25,,
Sandostatin (mcg/min),25,,
STERILE H2O 3/bicarb (ml/hr),25,,
Sterile Water + 3 amps bicarb (ml/hr),25,,
vitamin bag (ml/hr),25,,
"Volume (mL)-sodium chloride 0.9 % bolus 1,000 mL",25,,
D 10% (ml/hr),26,dextrose-10,iv-sugar
D10 1/2NSS (ml/hr),26,dextrose-10,iv-sugar
D10/0.45%NS (ml/hr),26,dextrose-10,iv-sugar
D 5% (ml/hr),26,dextrose-5,iv-sugar
D5 0.45 NS  (ml/hr),26,dextrose-5,iv-sugar
D5 1/2 NS with 40KCL (ml/hr),26,dextrose-5,iv-sugar
d5 NS (ml/hr),26,dextrose-5,iv-sugar
D50 (ml/hr),26,dextrose-5,iv-sugar
D51/2 WITH mvi (ml/hr),26,dextrose-5,iv-sugar
D5LR w/10KCL (ml/hr),26,dextrose-5,iv-sugar
d5ns 20k (ml/hr),26,dextrose-5,iv-sugar
D5W 40MEQ KCL (ml/hr),26,dextrose-5,iv-sugar
D5W with bicarb (ml/hr),26,dextrose-5,iv-sugar
Insulin Scale A  (units/hr),26,insulin,insulin
Insulin- Scale B (units/hr),26,insulin,insulin
Morphine-PCA  (ml/hr),26,morphine,opiod
0.45%NS w/ MVI (ml/hr),26,,
0.9W/20K (ml/hr),26,,
10G Mg in 1000NS (ml/hr),26,,
Altaplase (mg/hr),26,,
Ativan (ml/hr),26,,
bumex (ml/hr),26,,
Ciklokapron (ml/hr),26,,
Labetalol,26,,
Mag Sulfate + Thiamine (ml/hr),26,,
NS coolant (ml/hr),26,,
ns mf (ml/hr),26,,
NS with 10KCL (ml/hr),26,,
NSwith40KCL (ml/hr),26,,
tpa (mg/hr),26,,
D 5 W (ml/hr),27,dextrose-5,iv-sugar
D5 .45%NS w/fol/thiam. (ml/hr),27,dextrose-5,iv-sugar
D5 1/2 NSS  (ml/hr),27,dextrose-5,iv-sugar
D5 1/2NS + 20 mEq KCL (ml/hr),27,dextrose-5,iv-sugar
D5 Bicarb 150 (ml/hr),27,dextrose-5,iv-sugar
D5 with 2 amps bicarb (ml/hr),27,dextrose-5,iv-sugar
D5%Na Bicarbonate (ml/hr),27,dextrose-5,iv-sugar
D51/2NSw 40 kcl (ml/hr),27,dextrose-5,iv-sugar
d5LR (ml/hr),27,dextrose-5,iv-sugar
D5NS w/ Multivits (ml/hr),27,dextrose-5,iv-sugar
D5W w/ 100 meq bicarb (ml/hr),27,dextrose-5,iv-sugar
D5W/LR (ml/hr),27,dextrose-5,iv-sugar
Naloxone(Narcan)-Obtunded 8 mg Sodium Chloride 0.9% 250 ml (mg/hr),27,naloxone,naloxone
0.9% NS BOLUS (ml/hr),27,,
3% SODIUM CHLORIDE (ml/hr),27,,
Abx (ml/hr),27,,
Activase (ml/hr),27,,
Altepase (ml/hr),27,,
BREVIBLOC (mcg/kg/min),27,,
hydromorphorne (mg/hr),27,,
Mannitol gtt(100gm/500mL) 100 g Dextrose 5% 500 ml (Unknown),27,,
MVI  (ml/hr),27,,
NS (Coolant) (ml/hr),27,,
NS+ABX (ml/hr),27,,
NSS 2 (ml/hr),27,,
Phenylephrine (mcg/kg/min) (mcg/kg/min),27,,
Potassium rider (ml/hr),27,,
Precedex (mcg/kg/min),27,,
Propofol (Unknown),27,,
SW/150meqNaHCO3 (ml/hr),27,,
water w/ 150 bicarb (ml/hr),27,,
D5 1/2 nss (ml/hr),28,dextrose-5,iv-sugar
D5 1/2NSS w/75meq bicarb (ml/hr),28,dextrose-5,iv-sugar
d5 150meq Bicarb (ml/hr),28,dextrose-5,iv-sugar
D5 with150MEQ HC03 (ml/hr),28,dextrose-5,iv-sugar
D5/0.45%NaCl (ml/hr),28,dextrose-5,iv-sugar
D5W 0.45%NACL+40MEK KCL (ml/hr),28,dextrose-5,iv-sugar
.9% NS (ml/hr),28,,
0.2% NS (ml/hr),28,,
0.45%NS MF (ml/hr),28,,
1/2NS w 20kcl (ml/hr),28,,
20 meq KCL (ml/hr),28,,
Bumetanide,28,,
Dextrose 10 (ml/hr),28,,
Heparin 25000 Units Dextrose 5% 500 ml  Premix (units/hr),28,,
IVF withOut additives (ml/hr),28,,
LR KCL (ml/hr),28,,
NaCL ).45% with MVI (ml/hr),28,,
NaCl 3% (ml/hr),28,,
NS (coolant-Ekos) (ml/hr),28,,
ns bolus (ml/hr),28,,
ns w 20 k (ml/hr),28,,
NS W/ 20 MEQ KCL (ml/hr),28,,
NS WITH 20 MEQ KCL (ml/hr),28,,
oxacillin (ml/hr),28,,
Pantoprazole (Unknown),28,,
primacore (mcg/kg/min),28,,
Sod. Bicarb (ml/hr),28,,
Sterile Water & 150meq Bicarb (ml/hr),28,,
tPa (ml/hr),28,,
"Volume (ml) Heparin-heparin 25,000 units in 0.45 % sodium chloride 500 mL infusion",28,,
D5 + 150 Bicarb (ml/hr),29,dextrose-5,iv-sugar
D5 1/2NS with 40mEq K (ml/hr),29,dextrose-5,iv-sugar
D5.45 NS  (ml/hr),29,dextrose-5,iv-sugar
D5/0.9% NaCl (ml/hr),29,dextrose-5,iv-sugar
d51/2nss w 20kcl (ml/hr),29,dextrose-5,iv-sugar
D5RL (ml/hr),29,dextrose-5,iv-sugar
D5w +atbx (ml/hr),29,dextrose-5,iv-sugar
tpn w/ fat (ml/hr),29,parenteral,nutrition-parenteral
0.2NSS (ml/hr),29,,
0.45NSS w/ 75mEq NAHCO3 (ml/hr),29,,
Amicar Drip (ml/hr),29,,
Bicarb 250 mEq/250 mls (ml/hr),29,,
Bicarbonate (ml/hr),29,,
diprivan (mcg/min),29,,
iv with thiamine and folate (ml/hr),29,,
IVF + electrolytes (ml/hr),29,,
keatmine (mg/hr),29,,
Ketamine (mcg/kg/min),29,,
LR with 40mEq KCl (ml/hr),29,,
Multivitamin Bag (ml/hr),29,,
NaBicarb Gtt (ml/hr),29,,
Neo Synephrine (mcg/min),29,,
neosynephrine (mcg/min),29,,
Normal Saline,29,,
Normal saline 0.9% (ml/hr),29,,
NS Med Flush (ml/hr),29,,
NS w/20meq kcl (ml/hr),29,,
NS with thiamine/folite/VitB12 (ml/hr),29,,
NSS carrier for Prima (ml/hr),29,,
Potassium Lower Cocktail mL/hr (ml/hr),29,,
Prbc (ml/hr),29,,
SWI w/ 150meq HCO3 (ml/hr),29,,
Volume-Transfuse cryoprecipitate (ml/hr),29,,
d10 +bicarb (ml/hr),30,dextrose-10,iv-sugar
D5 c 150 mEq Bicarb (ml/hr),30,dextrose-5,iv-sugar
D5 NaCl 0.9% (ml/hr),30,dextrose-5,iv-sugar
d5/0.45%nacl/20K (ml/hr),30,dextrose-5,iv-sugar
"d50,45%NS (ml/hr)",30,dextrose-5,iv-sugar
D5NSS + 40 KCL (ml/hr),30,dextrose-5,iv-sugar
D5W w NA Bicarb (ml/hr),30,dextrose-5,iv-sugar
D5w/150MEQ sodium bicarb (ml/hr),30,dextrose-5,iv-sugar
D5Ww/3ampNaHC03 (ml/hr),30,dextrose-5,iv-sugar
0.3%NS (ml/hr),30,,
0.45 NSS/Sodium Bicarbonate 150meq (ml/hr),30,,
0.9% Normal Saline Solution (ml/hr),30,,
0.9% NS Venous Sheath (ml/hr),30,,
ALBUMIN (ml/hr),30,,
Aminophylline (mg/kg/hr),30,,
ANBX (ml/hr),30,,
Ca/Mg replacement (ml/hr),30,,
ivf without Vasoactives (ml/hr),30,,
NA PHOS RIDER (ml/hr),30,,
nss  (ml/hr),30,,
Zemuron (mcg/kg/min),30,,
D5 0.9% NaCl W 10 mEq KCl (ml/hr),31,dextrose-5,iv-sugar
D5LR w/ 20 KCL (ml/hr),31,dextrose-5,iv-sugar
D5W + 20 KCL (ml/hr),31,dextrose-5,iv-sugar
D5W with 40 mEq KCl (ml/hr),31,dextrose-5,iv-sugar
0.45%NS with 20meq KCl (ml/hr),31,,
0.45nss (ml/hr),31,,
0.9% NSS (Sheath) (ml/hr),31,,
0.9NS w/20KCl (ml/hr),31,,
1/2 ns (ml/hr),31,,
1/2 NS W/ 20 KCL (ml/hr),31,,
1/2NS w/ 40K (ml/hr),31,,
Blood (PRBCs) (ml/hr),31,,
Clevidipine (mg/hr),31,,
Volume (mL)-sodium chloride 0.9 % bolus 500 mL,31,,
D5LR w/ 10 mEq KCL (ml/hr),32,dextrose-5,iv-sugar
D5NaHCO3 (ml/hr),32,dextrose-5,iv-sugar
D5W/Bicarb (ml/hr),32,dextrose-5,iv-sugar
morphine (mg/hr),32,morphine,opiod
CaCl (ml/hr),32,,
Calcium (ml/hr),32,,
Eptifibatide (Integrilin) 75 mg  100 ml  Premix (mcg/kg/min),32,,
IVF BOLUS (ml/hr),32,,
multivitamin bag (ml/hr),32,,
NAHCO3 (ml/hr),32,,
NS + MV/Thiamine/Folic acid (ml/hr),32,,
NS 20mEQ KCL (ml/hr),32,,
NSS with LEVO (ml/hr),32,,
Propofol (mg/hr),32,,
SODIUM BICARBONATE / 0.45%NS (ml/hr),32,,
sodium bicarbonate 2 AMPS (ml/hr),32,,
TPA2 mL/hr (ml/hr),32,,
txa (mg/hr),32,,
Volume (mL) Levothyroxine (ml/hr),32,,
