cellpath,celllabel,N,category,group
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Gastrostomy tube,Enteral Tube Intake: Gastrostomy tube,376,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Gastrostomy tube Abdominal wa,Enteral Tube Intake: Gastrostomy tube Abdominal wa,9914,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Jejunostomy Abdominal wall,Enteral Tube Intake: Jejunostomy Abdominal wall,982,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Jejunostomy Abdominal wall 16,Enteral Tube Intake: Jejunostomy Abdominal wall 16,254,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L","Enteral Tube Intake: Nasoduodenal Nostril, L",14305,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10","Enteral Tube Intake: Nasoduodenal Nostril, L 10",1182,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10 F","Enteral Tube Intake: Nasoduodenal Nostril, L 10 F",120,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10 Fr","Enteral Tube Intake: Nasoduodenal Nostril, L 10 Fr",566,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10 fr","Enteral Tube Intake: Nasoduodenal Nostril, L 10 fr",194,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10 FR","Enteral Tube Intake: Nasoduodenal Nostril, L 10 FR",162,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10F","Enteral Tube Intake: Nasoduodenal Nostril, L 10F",732,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10f","Enteral Tube Intake: Nasoduodenal Nostril, L 10f",168,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10FR","Enteral Tube Intake: Nasoduodenal Nostril, L 10FR",188,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10fr","Enteral Tube Intake: Nasoduodenal Nostril, L 10fr",287,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 10Fr","Enteral Tube Intake: Nasoduodenal Nostril, L 10Fr",427,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 12","Enteral Tube Intake: Nasoduodenal Nostril, L 12",735,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 12 Fr","Enteral Tube Intake: Nasoduodenal Nostril, L 12 Fr",183,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 12fr","Enteral Tube Intake: Nasoduodenal Nostril, L 12fr",207,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 14","Enteral Tube Intake: Nasoduodenal Nostril, L 14",290,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, L 55cm","Enteral Tube Intake: Nasoduodenal Nostril, L 55cm",111,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R","Enteral Tube Intake: Nasoduodenal Nostril, R",15298,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10","Enteral Tube Intake: Nasoduodenal Nostril, R 10",1746,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10 FR","Enteral Tube Intake: Nasoduodenal Nostril, R 10 FR",179,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10 fr","Enteral Tube Intake: Nasoduodenal Nostril, R 10 fr",711,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10 Fr","Enteral Tube Intake: Nasoduodenal Nostril, R 10 Fr",607,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10F","Enteral Tube Intake: Nasoduodenal Nostril, R 10F",1406,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10f","Enteral Tube Intake: Nasoduodenal Nostril, R 10f",312,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10Fr","Enteral Tube Intake: Nasoduodenal Nostril, R 10Fr",186,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 10fr","Enteral Tube Intake: Nasoduodenal Nostril, R 10fr",213,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 12","Enteral Tube Intake: Nasoduodenal Nostril, R 12",1306,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 12 Fr","Enteral Tube Intake: Nasoduodenal Nostril, R 12 Fr",439,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 12 fr","Enteral Tube Intake: Nasoduodenal Nostril, R 12 fr",810,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 12fr","Enteral Tube Intake: Nasoduodenal Nostril, R 12fr",110,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 8","Enteral Tube Intake: Nasoduodenal Nostril, R 8",170,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 8 Fr","Enteral Tube Intake: Nasoduodenal Nostril, R 8 Fr",278,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 8 FR","Enteral Tube Intake: Nasoduodenal Nostril, R 8 FR",115,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 8FR","Enteral Tube Intake: Nasoduodenal Nostril, R 8FR",113,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasoduodenal Nostril, R 8fr","Enteral Tube Intake: Nasoduodenal Nostril, R 8fr",115,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L","Enteral Tube Intake: Nasogastric Nostril, L",7153,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 1","Enteral Tube Intake: Nasogastric Nostril, L 1",111,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 10","Enteral Tube Intake: Nasogastric Nostril, L 10",516,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 12F","Enteral Tube Intake: Nasogastric Nostril, L 12F",298,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 12fr","Enteral Tube Intake: Nasogastric Nostril, L 12fr",248,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 14","Enteral Tube Intake: Nasogastric Nostril, L 14",157,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 16","Enteral Tube Intake: Nasogastric Nostril, L 16",1876,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 16 fr","Enteral Tube Intake: Nasogastric Nostril, L 16 fr",180,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 16f","Enteral Tube Intake: Nasogastric Nostril, L 16f",130,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 18","Enteral Tube Intake: Nasogastric Nostril, L 18",129,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 18fr","Enteral Tube Intake: Nasogastric Nostril, L 18fr",184,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, L 8 FR","Enteral Tube Intake: Nasogastric Nostril, L 8 FR",184,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R","Enteral Tube Intake: Nasogastric Nostril, R",11107,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 10","Enteral Tube Intake: Nasogastric Nostril, R 10",188,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 10 Fr.","Enteral Tube Intake: Nasogastric Nostril, R 10 Fr.",247,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 10F","Enteral Tube Intake: Nasogastric Nostril, R 10F",100,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 14","Enteral Tube Intake: Nasogastric Nostril, R 14",262,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 16","Enteral Tube Intake: Nasogastric Nostril, R 16",2157,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 16F","Enteral Tube Intake: Nasogastric Nostril, R 16F",409,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 16fr","Enteral Tube Intake: Nasogastric Nostril, R 16fr",246,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 16FR","Enteral Tube Intake: Nasogastric Nostril, R 16FR",102,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 18","Enteral Tube Intake: Nasogastric Nostril, R 18",245,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Nostril, R 8F","Enteral Tube Intake: Nasogastric Nostril, R 8F",101,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nasogastric Oral,Enteral Tube Intake: Nasogastric Oral,792,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nostril, L","Enteral Tube Intake: Nostril, L",121,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Nostril, R 10fr","Enteral Tube Intake: Nostril, R 10fr",224,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Oroduodenal Oral,Enteral Tube Intake: Oroduodenal Oral,124,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric,Enteral Tube Intake: Orogastric,1229,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Nostril, R 16 Fr","Enteral Tube Intake: Orogastric Nostril, R 16 Fr",135,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral,Enteral Tube Intake: Orogastric Oral,22074,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 12,Enteral Tube Intake: Orogastric Oral 12,371,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 12 Fr.,Enteral Tube Intake: Orogastric Oral 12 Fr.,151,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 14,Enteral Tube Intake: Orogastric Oral 14,672,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 14F,Enteral Tube Intake: Orogastric Oral 14F,244,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 14Fr,Enteral Tube Intake: Orogastric Oral 14Fr,119,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16,Enteral Tube Intake: Orogastric Oral 16,3656,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16 fr,Enteral Tube Intake: Orogastric Oral 16 fr,390,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16 FR,Enteral Tube Intake: Orogastric Oral 16 FR,270,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16f,Enteral Tube Intake: Orogastric Oral 16f,276,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16F,Enteral Tube Intake: Orogastric Oral 16F,475,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16fr,Enteral Tube Intake: Orogastric Oral 16fr,253,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 16Fr,Enteral Tube Intake: Orogastric Oral 16Fr,167,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 18,Enteral Tube Intake: Orogastric Oral 18,1258,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 18 F,Enteral Tube Intake: Orogastric Oral 18 F,113,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Orogastric Oral 18fr,Enteral Tube Intake: Orogastric Oral 18fr,217,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Percutaneous endo gastrostomy,Enteral Tube Intake: Percutaneous endo gastrostomy,19943,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Percutaneous endo jejunostomy,Enteral Tube Intake: Percutaneous endo jejunostomy,678,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Sump Oral 16,Enteral Tube Intake: Sump Oral 16,196,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Transgastric-Jejunal Abdomina,Enteral Tube Intake: Transgastric-Jejunal Abdomina,969,enteral-nonspecific-intake,nutrition-enteral
"flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Enteral Tube Intake: Transgastric-Jejunal Nostril,","Enteral Tube Intake: Transgastric-Jejunal Nostril,",321,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy 22 Fr. Umbilicus,Intake (mL)-Gastrostomy/Enterostomy 22 Fr. Umbilicus,127,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 16 Fr. LUQ,Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 16 Fr. LUQ,318,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 18 Fr. LUQ,Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 18 Fr. LUQ,308,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 20 Fr. ,Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 20 Fr. ,224,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 20 Fr. LUQ,Intake (mL)-Gastrostomy/Enterostomy Gastrostomy 20 Fr. LUQ,124,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Gastrostomy LUQ,Intake (mL)-Gastrostomy/Enterostomy Gastrostomy LUQ,282,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy PEG-jejunostomy,Intake (mL)-Gastrostomy/Enterostomy PEG-jejunostomy,103,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy PEG-jejunostomy 20 Fr.,Intake (mL)-Gastrostomy/Enterostomy PEG-jejunostomy 20 Fr.,238,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG),Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG),325,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 20 Fr.,Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 20 Fr.,114,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 20 Fr. Umbilicus,Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 20 Fr. Umbilicus,215,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 24 Fr. LUQ,Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) 24 Fr. LUQ,139,enteral-nonspecific-intake,nutrition-enteral
flowsheet|Flowsheet Cell Labels|I&O|Intake (ml)|Generic Intake (ml)|Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) LUQ,Intake (mL)-Gastrostomy/Enterostomy Percutaneous endoscopic gastrostomy (PEG) LUQ,1261,enteral-nonspecific-intake,nutrition-enteral
